사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2019-05,2호선,0243,충정로(경기대입구),18,1,"4,295","1,164","8,225","7,830","19,535","20,983","27,879","73,288","18,624","36,072","14,575","16,655","15,420","14,026","16,188","13,497","17,086","16,671","16,729","15,556","17,616","15,236","21,236","16,474","27,202","19,683","59,490","26,003","21,341","20,217","13,848","13,660","13,109","14,485","9,654","14,601","4,350","10,227",709,"3,343",0,58,0,0,0,0,2019-06-03 10:56:25
2019-05,2호선,0244,용답,23,0,"2,770",276,"3,784","1,265","9,543","1,855","14,789","4,755","7,066","7,141","4,672","4,211","4,205","2,897","4,766","3,367","5,045","3,902","4,300","3,520","4,365","4,828","5,731","6,253","6,209","6,843","5,167","10,524","3,277","8,456","2,347","5,572","1,753","6,784","1,407","6,151",706,"4,511",118,"1,414",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,2호선,0245,신답,1,0,"1,110",104,"2,061",598,"7,557","1,276","11,328","2,237","4,561","1,329","2,723","1,276","2,446","1,508","2,500","1,582","2,253","1,862","1,998","2,151","2,006","2,802","2,196","3,703","2,310","4,190","2,564","9,182","1,611","7,634",993,"4,051",790,"4,371",676,"3,528",219,"2,635",46,700,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,2호선,0246,신설동,28,1,"1,220",540,"1,803","2,162","3,761","6,525","6,906","15,899","5,370","12,884","5,620","9,479","7,469","9,396","8,583","8,672","9,823","9,018","10,873","8,305","11,340","7,825","12,138","6,931","14,097","7,143","19,205","7,122","8,233","5,446","4,833","3,640","3,981","3,535","3,179","3,662","1,137","2,906",139,866,1,143,0,0,0,0,2019-06-03 10:56:25
2019-05,2호선,0247,도림천,1,0,370,405,"1,328","1,045","3,276","5,920","3,462","6,166","2,143","2,586","1,754","1,682","1,962","1,246","1,888","1,666","1,640","1,329","1,904","1,509","2,447","1,478","3,277","1,641","2,999","2,005","3,735","2,796","2,044","2,649","1,089","1,680",922,"1,551",474,"1,280",241,"1,179",27,385,0,6,0,0,0,0,2019-06-03 10:56:25
2019-05,2호선,0248,양천구청,29,0,"5,307",965,"13,783","2,662","38,609","7,109","36,269","11,183","22,527","7,047","15,131","6,364","13,316","6,231","13,533","7,324","12,217","9,556","10,017","10,401","8,744","12,864","10,123","15,285","11,112","20,206","10,724","30,991","5,485","29,507","3,797","17,965","2,937","16,680","3,177","16,356","1,133","13,394",152,"5,145",1,36,0,0,0,0,2019-06-03 10:56:25
2019-05,2호선,0249,신정네거리,47,1,"10,119","3,456","16,546","7,782","51,795","5,862","48,783","13,313","29,176","9,692","19,545","8,300","17,254","9,616","17,124","11,011","15,674","13,256","13,411","14,895","12,696","18,038","14,650","22,707","18,786","30,083","15,248","46,195","9,191","39,865","6,922","24,217","5,889","21,142","4,952","21,089","2,336","14,732",373,"4,313",1,300,0,0,0,0,2019-06-03 10:56:25
2019-05,2호선,0250,용두(동대문구청),29,1,"1,155",183,"1,582","1,078","5,482","2,821","8,400","6,701","4,048","4,398","3,760","3,650","3,928","4,222","4,420","3,848","4,659","4,708","4,759","4,611","5,077","5,035","5,278","4,928","5,957","5,127","7,001","7,859","3,441","6,097","2,447","3,694","1,975","3,315","1,524","2,785",538,"2,028",61,582,0,9,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0309,지축,1,1,119,624,"1,660","4,210","5,078","2,331","5,904","2,385","3,781","2,085","2,545","1,750","2,054","1,654","2,262","1,640","1,992","1,784","1,901","1,897","2,297","2,367","3,487","3,082","4,582","3,289","2,416","5,044","1,123","4,043",578,"2,767",327,"2,520",170,"1,940",118,661,9,121,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0310,구파발,115,6,"11,443","1,897","34,534","11,878","100,440","27,560","98,188","36,117","54,741","33,986","36,306","30,645","33,123","27,751","35,180","29,091","33,614","30,992","32,995","30,874","34,856","32,729","42,908","39,780","45,842","47,099","40,416","74,667","26,727","70,560","20,931","42,564","18,713","39,318","15,666","37,040","5,375","26,462",871,"8,951",2,824,87,122,0,0,2019-06-03 10:56:25
2019-05,3호선,0311,연신내,321,25,"31,570","2,509","61,167","15,593","164,362","33,826","197,543","43,985","112,887","47,746","76,561","40,951","69,428","41,300","76,627","46,919","71,014","53,314","63,317","56,422","62,766","67,443","75,066","82,444","71,229","102,452","64,368","154,362","48,601","152,974","37,625","95,867","33,797","87,942","29,036","84,795","15,039","57,946","2,783","19,886",2,11,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0312,불광,55,0,"11,499","1,474","24,171","7,534","65,493","13,762","78,066","36,778","44,401","39,196","32,437","32,241","30,235","29,949","31,447","32,204","34,072","38,727","32,150","37,026","33,631","39,205","36,868","43,755","38,514","50,802","40,590","72,425","24,699","64,923","19,743","39,914","17,813","34,886","13,146","33,772","5,929","21,657","1,021","7,144",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0313,녹번,26,1,"9,645","1,504","24,101","12,735","67,253","8,762","78,917","19,390","43,666","13,632","28,241","10,523","24,640","10,351","23,929","12,278","21,775","14,412","18,840","15,247","18,125","18,994","21,915","24,808","24,587","30,231","23,111","48,843","12,111","47,406","8,584","31,398","6,900","30,339","5,805","28,930","2,444","18,677",409,"5,856",0,1,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0314,홍제,70,2,"10,499","1,524","26,828","9,388","73,099","14,395","88,680","33,503","55,973","30,387","38,869","25,199","34,943","22,995","36,518","25,280","35,595","28,021","31,956","28,721","32,485","33,941","35,381","41,134","38,486","48,556","37,925","67,892","22,133","62,863","17,397","38,880","14,667","37,111","11,372","35,005","4,917","23,005",717,"6,889",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0315,무악재,26,2,"2,415",295,"6,027","2,154","17,077","3,496","20,891","6,267","12,298","5,169","8,869","4,537","7,572","4,530","7,070","4,446","6,457","5,223","5,565","5,973","5,407","7,170","5,772","8,842","6,783","10,867","7,774","15,478","3,943","14,977","2,804","9,990","2,455","9,860","1,739","9,882",759,"6,517",131,"1,985",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0316,독립문,156,2,"6,145",880,"7,704","6,610","20,217","18,312","25,661","24,280","19,031","26,310","15,347","24,699","17,612","16,336","19,544","15,025","19,569","18,117","20,544","17,386","23,328","17,007","24,907","17,371","20,842","19,364","20,910","21,252","11,272","18,386","7,897","12,191","6,800","10,757","5,312","10,985","1,683","7,078",219,"3,408",2,"1,099",0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0317,경복궁(정부서울청사),78,1,"3,150","2,047","6,870","16,381","17,448","49,645","26,309","147,304","26,533","105,669","23,871","74,981","31,944","62,363","39,649","57,160","49,671","59,557","59,476","50,863","72,508","43,545","87,979","40,835","95,870","43,232","132,808","48,974","57,284","33,130","47,456","17,488","52,826","14,861","34,245","14,166","12,739","8,398","1,775","2,680",1,68,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0318,안국,35,3,"2,252","2,665","4,192","24,597","7,610","112,743","11,011","125,682","12,389","86,854","14,732","66,873","22,101","67,535","31,904","58,336","42,192","58,803","56,541","53,433","67,559","44,250","81,563","38,557","120,679","35,383","138,041","36,200","63,126","19,150","52,343","10,001","48,751","7,273","32,062","7,316","9,792","4,366","1,116","1,390",0,2,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0319,종로3가,11,0,872,926,"1,538","6,122","2,022","16,185","3,511","55,633","5,580","57,525","8,640","41,006","11,779","33,997","13,698","32,610","16,783","32,407","18,927","30,210","25,596","28,033","26,684","24,385","32,820","24,473","55,980","25,994","45,437","16,425","24,633","7,969","25,900","5,803","19,839","4,494","9,009","3,107","1,089","1,286",1,18,5,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0320,을지로3가,5,0,750,"1,115","1,422","8,754","2,601","33,493","5,380","82,617","8,639","42,255","10,500","21,372","12,799","18,381","12,648","16,451","15,821","18,037","18,281","15,779","19,410","15,878","21,064","16,175","33,837","18,515","69,761","23,071","35,709","15,348","23,503","7,410","23,456","5,545","18,887","3,980","11,259","2,792","1,915",717,0,5,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0321,충무로,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,2,0,2,0,5,0,6,0,7,0,3,0,11,0,7,0,2,0,3,0,2,0,2,0,2,0,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0322,동대입구,27,8,"2,103","1,452","3,189","8,835","6,157","22,893","10,330","84,119","9,244","46,697","9,951","49,748","12,896","37,921","17,818","27,351","23,560","30,100","23,115","23,322","25,782","20,307","31,654","20,152","51,078","24,605","53,952","29,504","31,233","16,721","34,239","9,166","30,689","7,971","24,366","6,699","9,626","4,705","1,541","1,701",0,126,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0323,약수,80,10,"7,285","1,191","12,965","6,659","32,501","19,513","48,444","39,721","34,602","27,100","24,447","18,775","22,268","17,635","24,596","18,466","25,999","20,156","23,338","20,580","23,257","23,001","26,536","27,100","30,912","33,301","39,667","47,526","24,798","36,475","19,647","24,106","19,248","23,480","15,376","22,075","7,254","14,831","1,096","5,572",3,847,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0324,금호,51,4,"5,440",664,"12,229","3,193","32,858","5,274","45,050","9,564","29,048","8,131","19,091","7,498","15,990","7,696","14,507","9,120","14,378","11,323","12,280","12,216","11,965","15,371","12,174","17,991","13,911","22,874","13,815","33,059","9,703","26,925","7,050","19,332","5,833","17,473","4,423","17,147","2,110","10,678",399,"3,195",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0325,옥수,170,7,"4,019","1,136","11,659","5,095","29,511","8,819","40,879","18,576","27,186","13,377","19,559","10,685","18,050","11,640","17,465","13,211","18,805","15,520","16,104","16,512","15,902","19,661","17,772","22,793","19,466","26,731","20,962","39,104","14,572","31,572","11,287","22,231","9,937","20,957","7,294","20,641","3,469","11,762",567,"3,390",0,1,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0326,압구정,65,0,"3,523","2,443","10,009","32,155","19,661","57,334","34,296","165,965","25,307","168,813","29,529","83,064","37,777","71,439","45,921","56,312","51,382","62,038","59,008","59,379","67,441","56,436","79,675","55,193","93,807","61,651","149,631","73,631","109,958","47,190","85,799","23,606","64,337","18,258","50,720","15,888","18,279","9,623","2,424","3,909",5,426,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0327,신사,76,5,"5,416","1,600","7,959","22,662","14,549","47,213","24,179","127,320","21,184","145,536","21,977","81,588","28,779","62,598","35,892","63,479","43,326","69,648","51,722","67,079","62,226","63,024","72,210","62,814","95,935","69,529","159,493","93,533","117,450","63,670","83,254","30,294","87,103","20,821","76,412","17,454","33,329","12,576","4,539","4,566",0,4,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0328,잠원,4,1,"1,743",733,"7,442","6,159","21,759","8,597","29,934","12,114","18,833","8,785","12,521","7,086","12,317","6,794","11,584","8,438","11,306","9,906","9,861","10,421","10,294","10,939","12,034","12,585","13,832","15,264","13,995","21,506","8,849","17,356","6,017","11,922","5,784","11,624","4,271","14,056","1,624","7,660",220,"2,330",1,1,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0329,고속터미널,178,2,"7,952","5,248","9,335","43,163","32,674","65,873","59,350","99,214","66,685","119,615","73,633","112,056","87,903","133,111","105,400","123,714","117,864","126,577","127,575","135,954","142,668","143,225","159,148","143,545","183,594","152,228","182,191","171,217","166,538","118,493","185,387","71,873","137,166","53,779","94,976","40,076","42,256","21,661","4,320","4,032",0,6,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0330,교대(법원.검찰청),32,0,"1,587",774,"4,022","7,440","11,901","26,441","14,970","57,548","12,893","39,588","14,064","20,903","17,870","14,438","19,087","13,943","24,747","14,281","28,323","13,161","29,461","12,506","30,368","12,638","44,173","17,773","75,199","23,623","34,956","14,613","28,758","7,243","32,126","6,005","35,804","5,335","11,011","3,526","1,641","1,275",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0331,남부터미널(예술의전당),76,2,"3,369","1,434","10,469","30,175","33,887","68,176","52,954","199,466","46,980","95,071","47,449","57,983","51,940","47,431","53,726","49,928","57,511","56,652","55,600","58,954","60,964","60,612","69,486","65,960","100,076","70,836","173,812","85,942","85,229","62,447","63,806","36,660","57,498","29,693","49,576","23,723","18,192","13,941","2,057","3,937",0,3,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0332,양재(서초구청),79,1,"6,482","3,161","16,826","45,255","42,637","117,462","55,477","279,056","43,018","148,222","38,969","72,515","43,334","63,883","48,083","55,751","58,783","63,557","62,010","56,198","70,736","54,467","86,548","56,079","129,000","71,327","227,562","91,505","117,316","68,528","77,809","41,022","77,555","36,685","58,704","34,383","21,214","20,685","2,381","6,598",1,37,0,1,0,0,2019-06-03 10:56:25
2019-05,3호선,0333,매봉,29,1,"1,898",689,"7,389","11,929","18,250","20,999","23,935","75,312","17,006","35,577","13,992","15,555","13,857","14,883","14,298","13,538","15,946","12,908","17,803","13,484","19,271","13,563","21,583","14,818","32,426","18,232","65,872","23,751","26,451","18,735","17,284","10,716","17,971","9,887","11,846","10,396","4,245","6,379",532,"2,112",0,127,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0334,도곡,59,6,"1,200",283,"4,250","4,135","12,062","14,065","14,927","24,575","10,489","20,153","8,108","9,318","8,176","9,395","8,544","8,739","9,414","9,250","9,581","8,629","10,628","8,632","14,483","9,061","17,988","10,068","22,053","12,753","12,152","10,938","7,633","7,098","7,345","6,299","5,583","6,505","1,894","4,054",247,"2,661",1,593,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0335,대치,25,0,"3,049",850,"14,036","8,520","34,184","22,940","34,202","28,809","21,932","21,200","16,643","15,727","16,212","13,702","18,609","18,379","19,172","21,938","17,335","20,346","20,181","21,939","21,295","31,121","29,229","34,361","30,487","33,770","24,211","28,818","16,143","16,819","21,329","16,531","38,100","17,450","4,920","10,516",672,"4,081",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0336,학여울,6,0,581,292,"1,836","2,088","4,868","5,017","5,540","11,166","3,927","10,104","3,367","7,924","4,314","6,136","6,417","5,933","6,518","6,725","7,023","5,420","8,391","4,759","9,647","4,170","10,052","4,094","9,597","4,693","3,822","4,049","2,388","2,836","2,238","2,686","1,897","2,544",505,"1,843",50,748,0,0,1,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0337,대청,18,0,"4,309","1,254","11,841","7,485","34,172","19,425","38,911","26,235","21,882","12,524","16,482","8,618","15,991","9,384","15,602","10,490","16,494","11,809","14,458","12,538","16,817","15,735","25,403","17,539","25,079","20,590","29,392","27,808","13,943","26,179","10,207","18,210","9,074","16,892","7,137","19,434","2,616","11,461",329,"4,138",1,8,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0338,일원,7,0,"2,264","1,589","9,369","9,631","28,154","31,498","27,837","27,974","19,227","21,425","18,378","19,707","20,276","15,057","21,231","16,203","18,242","18,452","18,559","18,012","21,413","15,899","28,548","14,993","32,249","17,803","18,886","22,657","11,906","20,786","9,836","13,311","6,973","12,620","4,216","14,424","1,628","7,215",220,"2,531",0,36,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0339,수서,189,3,"5,646","2,302","14,337","16,802","44,000","37,287","52,463","58,178","37,697","35,467","35,085","24,672","28,388","20,667","33,228","25,876","32,886","25,291","25,310","25,839","34,746","29,606","41,321","34,800","44,893","39,368","58,338","54,364","29,279","45,403","26,860","31,961","18,754","27,589","18,208","28,868","9,400","12,694","1,153","5,731",1,430,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0340,가락시장,19,0,"3,528",762,"8,863","6,024","26,397","11,153","29,779","35,685","21,441","16,881","17,845","11,770","16,985","12,630","16,909","13,654","16,991","14,413","16,446","15,219","17,036","17,590","18,581","18,916","21,221","22,226","33,464","29,374","15,447","24,654","12,030","15,910","11,428","14,717","8,504","14,212","3,492","9,038",456,"2,861",1,94,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0341,경찰병원,24,3,"3,088",335,"8,313","3,242","27,073","8,603","31,184","32,144","19,066","16,532","13,948","10,389","13,203","7,797","11,028","9,485","12,492","11,508","12,024","11,021","11,768","11,119","12,627","11,927","15,979","15,938","22,206","22,437","9,335","21,242","6,919","13,290","6,218","12,084","4,341","11,739","1,681","8,110",188,"2,346",0,1,0,0,0,0,2019-06-03 10:56:25
2019-05,3호선,0342,오금,25,0,"3,773",9,"8,878","2,184","31,077","6,485","36,817","15,926","19,182","7,054","11,822","6,094","9,639","5,006","10,208","6,047","10,043","7,155","7,901","7,582","7,612","9,353","9,135","11,142","12,043","14,699","15,160","22,781","7,075","19,580","4,968","13,213","4,595","12,175","4,121","14,268","1,203","8,454",139,"2,729",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,4호선,0409,당고개,22,0,"10,156",17,"20,593","8,843","59,862","11,667","59,770","16,759","39,632","15,937","27,935","15,731","24,378","14,159","23,773","14,949","23,268","16,352","20,799","17,952","19,380","21,612","20,564","25,983","23,431","31,987","20,822","41,775","15,485","41,057","10,471","30,224","7,829","28,369","5,764","26,438","2,725","20,540",503,"7,084",1,730,0,0,0,0,2019-06-03 10:56:25
2019-05,4호선,0410,상계,156,5,"16,052",287,"43,050","9,738","109,554","20,736","101,718","23,383","58,767","19,294","39,922","16,786","34,901","17,503","34,893","21,704","33,429","23,541","27,798","25,959","27,002","31,197","31,585","38,619","29,849","48,615","29,545","72,212","20,364","72,438","15,013","47,096","13,363","42,758","14,304","41,248","5,576","33,069",873,"10,808",2,"1,187",0,0,0,0,2019-06-03 10:56:25
2019-05,4호선,0411,노원,156,2,"13,783",641,"30,589","11,184","65,213","19,051","72,294","36,990","44,257","39,878","35,292","29,279","33,626","29,238","36,846","33,855","36,957","37,154","35,238","39,725","36,121","44,516","41,416","50,140","43,006","65,549","45,146","99,744","34,441","88,246","35,477","53,603","32,889","48,405","33,476","43,622","16,623","33,237","3,203","11,795",5,714,0,0,0,0,2019-06-03 10:56:25
2019-05,4호선,0412,창동,"2,154",90,"19,461","3,899","45,088","13,982","120,978","25,527","107,874","49,903","70,031","43,323","53,721","37,039","51,074","34,268","52,276","39,462","50,211","46,344","45,717","50,854","46,694","57,347","52,167","64,627","53,937","76,906","58,878","110,773","35,008","107,565","27,242","69,856","26,484","61,909","21,859","60,325","11,047","41,845","1,771","16,087",0,19,0,0,0,0,2019-06-03 10:56:25
2019-05,4호선,0413,쌍문,117,4,"26,407","1,334","61,812","12,249","156,545","18,223","168,038","33,705","100,273","26,370","67,581","23,062","57,532","25,942","55,893","29,765","51,414","34,516","44,344","38,212","41,065","48,681","44,081","60,032","45,983","77,126","45,148","116,193","32,211","120,780","23,153","77,393","19,394","70,940","14,964","71,196","7,320","48,054","1,138","17,711",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,4호선,0414,수유(강북구청),81,7,"24,114","4,020","54,063","15,090","144,455","24,703","160,088","66,260","101,114","49,589","69,694","41,792","62,371","40,809","66,291","42,963","64,348","47,533","58,705","54,160","57,137","63,156","62,027","76,483","66,918","94,515","80,209","141,590","50,416","140,557","39,428","91,797","34,958","82,305","29,122","82,209","17,178","55,210","2,937","16,409",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,4호선,0415,미아(서울사이버대학),36,2,"12,230","1,960","25,156","6,667","61,715","23,177","70,252","45,004","44,438","24,152","31,145","18,716","29,400","23,206","30,153","21,921","29,678","23,217","29,082","24,993","28,299","27,983","30,413","33,950","36,779","38,970","37,174","53,253","23,416","50,012","16,861","32,378","13,979","30,214","13,389","29,469","4,547","19,702",726,"5,642",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,4호선,0416,미아사거리,96,6,"16,578","2,802","43,160","12,706","112,562","25,536","124,630","39,847","76,100","41,661","52,937","33,382","48,483","35,493","49,749","39,080","50,940","42,090","48,234","46,223","50,873","54,724","56,762","63,659","56,435","78,307","57,428","116,179","44,044","106,030","43,147","63,577","26,851","57,620","21,206","56,740","11,587","35,478","2,236","8,571",2,2,0,0,0,0,2019-06-03 10:56:25
2019-05,4호선,0417,길음,21,3,"10,925","2,344","35,148","10,010","100,939","18,651","108,088","47,624","60,807","41,341","40,377","34,537","35,279","35,199","37,916","31,183","37,599","37,242","34,934","36,846","38,908","37,586","44,083","43,490","50,959","57,461","52,474","82,732","30,992","73,652","24,272","47,831","19,419","45,191","19,761","48,561","9,715","32,425","1,577","8,382",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,4호선,0418,성신여대입구(돈암),70,9,"6,951","2,007","22,260","8,244","58,018","21,580","71,614","56,984","48,074","36,589","36,687","30,748","37,209","42,323","42,591","34,058","42,444","37,464","44,837","41,734","48,344","41,665","50,272","47,747","61,892","60,981","68,942","82,112","45,784","71,070","40,420","45,902","41,355","40,807","39,061","41,963","19,950","30,480","3,464","7,990",2,11,1,5,0,0,2019-06-03 10:56:25
2019-05,4호선,0419,한성대입구(삼선교),76,8,"8,489","1,681","15,830","9,601","39,702","25,473","50,557","47,617","34,897","34,173","25,980","27,902","25,811","29,664","29,821","26,922","32,249","29,044","31,116","28,595","35,037","28,006","42,436","33,073","45,031","39,644","44,479","46,794","28,652","40,054","27,007","26,385","24,811","24,067","23,462","26,284","11,607","17,278","1,995","10,918",2,"1,036",0,0,0,0,2019-06-03 10:56:25
